"ls","u","Points:0","Points:1","Points:2"
7.800000e-01,6.600606e+02,0.000000e+00,0.000000e+00,0.000000e+00
5.300000e-01,5.951043e+02,2.500000e-01,0.000000e+00,0.000000e+00
5.300000e-01,5.951043e+02,2.500000e-01,5.000000e-01,0.000000e+00
7.800000e-01,6.600606e+02,0.000000e+00,5.000000e-01,0.000000e+00
5.300000e-01,5.951043e+02,2.500000e-01,0.000000e+00,0.000000e+00
2.800000e-01,5.302853e+02,5.000000e-01,0.000000e+00,0.000000e+00
2.800000e-01,5.302853e+02,5.000000e-01,5.000000e-01,0.000000e+00
5.300000e-01,5.951043e+02,2.500000e-01,5.000000e-01,0.000000e+00
2.800000e-01,5.302853e+02,5.000000e-01,0.000000e+00,0.000000e+00
3.000000e-02,4.657876e+02,7.500000e-01,0.000000e+00,0.000000e+00
3.000000e-02,4.657876e+02,7.500000e-01,5.000000e-01,0.000000e+00
2.800000e-01,5.302853e+02,5.000000e-01,5.000000e-01,0.000000e+00
3.000000e-02,4.657876e+02,7.500000e-01,0.000000e+00,0.000000e+00
4.470349e-10,4.578931e+02,7.800000e-01,0.000000e+00,0.000000e+00
4.470349e-10,4.578931e+02,7.800000e-01,5.000000e-01,0.000000e+00
3.000000e-02,4.657876e+02,7.500000e-01,5.000000e-01,0.000000e+00
-2.200000e-01,4.000000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-2.200000e-01,4.000000e+02,1.000000e+00,5.000000e-01,0.000000e+00
4.470349e-10,4.566873e+02,7.800000e-01,5.000000e-01,0.000000e+00
4.470349e-10,4.566873e+02,7.800000e-01,0.000000e+00,0.000000e+00
