"ls","u","Points:0","Points:1","Points:2"
8.200000e-01,6.200301e+02,0.000000e+00,0.000000e+00,0.000000e+00
5.700000e-01,5.650548e+02,2.500000e-01,0.000000e+00,0.000000e+00
5.700000e-01,5.650548e+02,2.500000e-01,5.000000e-01,0.000000e+00
8.200000e-01,6.200301e+02,0.000000e+00,5.000000e-01,0.000000e+00
5.700000e-01,5.650548e+02,2.500000e-01,0.000000e+00,0.000000e+00
3.200000e-01,5.101615e+02,5.000000e-01,0.000000e+00,0.000000e+00
3.200000e-01,5.101615e+02,5.000000e-01,5.000000e-01,0.000000e+00
5.700000e-01,5.650548e+02,2.500000e-01,5.000000e-01,0.000000e+00
3.200000e-01,5.101615e+02,5.000000e-01,0.000000e+00,0.000000e+00
7.000000e-02,4.554843e+02,7.500000e-01,0.000000e+00,0.000000e+00
7.000000e-02,4.554843e+02,7.500000e-01,5.000000e-01,0.000000e+00
3.200000e-01,5.101615e+02,5.000000e-01,5.000000e-01,0.000000e+00
7.000000e-02,4.554843e+02,7.500000e-01,0.000000e+00,0.000000e+00
1.788139e-09,4.399487e+02,8.200000e-01,0.000000e+00,0.000000e+00
1.788139e-09,4.399487e+02,8.200000e-01,5.000000e-01,0.000000e+00
7.000000e-02,4.554843e+02,7.500000e-01,5.000000e-01,0.000000e+00
-1.800000e-01,4.000000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-1.800000e-01,4.000000e+02,1.000000e+00,5.000000e-01,0.000000e+00
1.788139e-09,4.389299e+02,8.200000e-01,5.000000e-01,0.000000e+00
1.788139e-09,4.389299e+02,8.200000e-01,0.000000e+00,0.000000e+00
