"ls","u","Points:0","Points:1","Points:2"
9.400000e-01,5.000006e+02,0.000000e+00,0.000000e+00,0.000000e+00
6.900000e-01,4.750027e+02,2.500000e-01,0.000000e+00,0.000000e+00
6.900000e-01,4.750027e+02,2.500000e-01,5.000000e-01,0.000000e+00
9.400000e-01,5.000006e+02,0.000000e+00,5.000000e-01,0.000000e+00
6.900000e-01,4.750027e+02,2.500000e-01,0.000000e+00,0.000000e+00
4.400000e-01,4.500170e+02,5.000000e-01,0.000000e+00,0.000000e+00
4.400000e-01,4.500170e+02,5.000000e-01,5.000000e-01,0.000000e+00
6.900000e-01,4.750027e+02,2.500000e-01,5.000000e-01,0.000000e+00
4.400000e-01,4.500170e+02,5.000000e-01,0.000000e+00,0.000000e+00
1.900000e-01,4.250792e+02,7.500000e-01,0.000000e+00,0.000000e+00
1.900000e-01,4.250792e+02,7.500000e-01,5.000000e-01,0.000000e+00
4.400000e-01,4.500170e+02,5.000000e-01,5.000000e-01,0.000000e+00
1.900000e-01,4.250792e+02,7.500000e-01,0.000000e+00,0.000000e+00
-4.470348e-10,4.060190e+02,9.400000e-01,0.000000e+00,0.000000e+00
-4.470348e-10,4.060190e+02,9.400000e-01,5.000000e-01,0.000000e+00
1.900000e-01,4.250792e+02,7.500000e-01,5.000000e-01,0.000000e+00
-6.000000e-02,4.000000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-6.000000e-02,4.000000e+02,1.000000e+00,5.000000e-01,0.000000e+00
-4.470348e-10,4.055748e+02,9.400000e-01,5.000000e-01,0.000000e+00
-4.470348e-10,4.055748e+02,9.400000e-01,0.000000e+00,0.000000e+00
