"ls","u","Points:0","Points:1","Points:2"
6.800000e-01,7.601779e+02,0.000000e+00,0.000000e+00,0.000000e+00
4.300000e-01,6.701855e+02,2.500000e-01,0.000000e+00,0.000000e+00
4.300000e-01,6.701855e+02,2.500000e-01,5.000000e-01,0.000000e+00
6.800000e-01,7.601779e+02,0.000000e+00,5.000000e-01,0.000000e+00
4.300000e-01,6.701855e+02,2.500000e-01,0.000000e+00,0.000000e+00
1.800000e-01,5.801231e+02,5.000000e-01,0.000000e+00,0.000000e+00
1.800000e-01,5.801231e+02,5.000000e-01,5.000000e-01,0.000000e+00
4.300000e-01,6.701855e+02,2.500000e-01,5.000000e-01,0.000000e+00
-7.000000e-02,4.897519e+02,7.500000e-01,0.000000e+00,0.000000e+00
-3.200000e-01,4.000000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-3.200000e-01,4.000000e+02,1.000000e+00,5.000000e-01,0.000000e+00
-7.000000e-02,4.897519e+02,7.500000e-01,5.000000e-01,0.000000e+00
1.800000e-01,5.801231e+02,5.000000e-01,0.000000e+00,0.000000e+00
-1.788139e-09,5.160131e+02,6.800000e-01,0.000000e+00,0.000000e+00
-1.788139e-09,5.160131e+02,6.800000e-01,5.000000e-01,0.000000e+00
1.800000e-01,5.801231e+02,5.000000e-01,5.000000e-01,0.000000e+00
-7.000000e-02,4.897519e+02,7.500000e-01,0.000000e+00,0.000000e+00
-7.000000e-02,4.897519e+02,7.500000e-01,5.000000e-01,0.000000e+00
-1.788139e-09,5.142077e+02,6.800000e-01,5.000000e-01,0.000000e+00
-1.788139e-09,5.142077e+02,6.800000e-01,0.000000e+00,0.000000e+00
