"ls","u","Points:0","Points:1","Points:2"
9.000000e-01,5.400043e+02,0.000000e+00,0.000000e+00,0.000000e+00
6.500000e-01,5.050112e+02,2.500000e-01,0.000000e+00,0.000000e+00
6.500000e-01,5.050112e+02,2.500000e-01,5.000000e-01,0.000000e+00
9.000000e-01,5.400043e+02,0.000000e+00,5.000000e-01,0.000000e+00
6.500000e-01,5.050112e+02,2.500000e-01,0.000000e+00,0.000000e+00
4.000000e-01,4.700436e+02,5.000000e-01,0.000000e+00,0.000000e+00
4.000000e-01,4.700436e+02,5.000000e-01,5.000000e-01,0.000000e+00
6.500000e-01,5.050112e+02,2.500000e-01,5.000000e-01,0.000000e+00
4.000000e-01,4.700436e+02,5.000000e-01,0.000000e+00,0.000000e+00
1.500000e-01,4.351416e+02,7.500000e-01,0.000000e+00,0.000000e+00
1.500000e-01,4.351416e+02,7.500000e-01,5.000000e-01,0.000000e+00
4.000000e-01,4.700436e+02,5.000000e-01,5.000000e-01,0.000000e+00
1.500000e-01,4.351416e+02,7.500000e-01,0.000000e+00,0.000000e+00
-1.490116e-09,4.140566e+02,9.000000e-01,0.000000e+00,0.000000e+00
-1.490116e-09,4.140566e+02,9.000000e-01,5.000000e-01,0.000000e+00
1.500000e-01,4.351416e+02,7.500000e-01,5.000000e-01,0.000000e+00
-1.000000e-01,4.000000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-1.000000e-01,4.000000e+02,1.000000e+00,5.000000e-01,0.000000e+00
-1.490116e-09,4.134043e+02,9.000000e-01,5.000000e-01,0.000000e+00
-1.490116e-09,4.134043e+02,9.000000e-01,0.000000e+00,0.000000e+00
