"ls","u","Points:0","Points:1","Points:2"
9.600000e-01,4.800001e+02,0.000000e+00,0.000000e+00,0.000000e+00
7.100000e-01,4.600008e+02,2.500000e-01,0.000000e+00,0.000000e+00
7.100000e-01,4.600008e+02,2.500000e-01,5.000000e-01,0.000000e+00
9.600000e-01,4.800001e+02,0.000000e+00,5.000000e-01,0.000000e+00
7.100000e-01,4.600008e+02,2.500000e-01,0.000000e+00,0.000000e+00
4.600000e-01,4.400075e+02,5.000000e-01,0.000000e+00,0.000000e+00
4.600000e-01,4.400075e+02,5.000000e-01,5.000000e-01,0.000000e+00
7.100000e-01,4.600008e+02,2.500000e-01,5.000000e-01,0.000000e+00
4.600000e-01,4.400075e+02,5.000000e-01,0.000000e+00,0.000000e+00
2.100000e-01,4.200503e+02,7.500000e-01,0.000000e+00,0.000000e+00
2.100000e-01,4.200503e+02,7.500000e-01,5.000000e-01,0.000000e+00
4.600000e-01,4.400075e+02,5.000000e-01,5.000000e-01,0.000000e+00
2.100000e-01,4.200503e+02,7.500000e-01,0.000000e+00,0.000000e+00
2.980232e-10,4.032080e+02,9.600000e-01,0.000000e+00,0.000000e+00
2.980232e-10,4.032080e+02,9.600000e-01,5.000000e-01,0.000000e+00
2.100000e-01,4.200503e+02,7.500000e-01,5.000000e-01,0.000000e+00
-4.000000e-02,4.000000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-4.000000e-02,4.000000e+02,1.000000e+00,5.000000e-01,0.000000e+00
2.980232e-10,4.028722e+02,9.600000e-01,5.000000e-01,0.000000e+00
2.980232e-10,4.028722e+02,9.600000e-01,0.000000e+00,0.000000e+00
