"ls","u","Points:0","Points:1","Points:2"
7.200000e-01,7.201420e+02,0.000000e+00,0.000000e+00,0.000000e+00
4.700000e-01,6.401993e+02,2.500000e-01,0.000000e+00,0.000000e+00
4.700000e-01,6.401993e+02,2.500000e-01,5.000000e-01,0.000000e+00
7.200000e-01,7.201420e+02,0.000000e+00,5.000000e-01,0.000000e+00
4.700000e-01,6.401993e+02,2.500000e-01,0.000000e+00,0.000000e+00
2.200000e-01,5.602730e+02,5.000000e-01,0.000000e+00,0.000000e+00
2.200000e-01,5.602730e+02,5.000000e-01,5.000000e-01,0.000000e+00
4.700000e-01,6.401993e+02,2.500000e-01,5.000000e-01,0.000000e+00
-3.000000e-02,4.799406e+02,7.500000e-01,0.000000e+00,0.000000e+00
-2.800000e-01,4.000000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-2.800000e-01,4.000000e+02,1.000000e+00,5.000000e-01,0.000000e+00
-3.000000e-02,4.799406e+02,7.500000e-01,5.000000e-01,0.000000e+00
2.200000e-01,5.602730e+02,5.000000e-01,0.000000e+00,0.000000e+00
-4.470349e-10,4.906315e+02,7.200000e-01,0.000000e+00,0.000000e+00
-4.470349e-10,4.906315e+02,7.200000e-01,5.000000e-01,0.000000e+00
2.200000e-01,5.602730e+02,5.000000e-01,5.000000e-01,0.000000e+00
-3.000000e-02,4.799406e+02,7.500000e-01,0.000000e+00,0.000000e+00
-3.000000e-02,4.799406e+02,7.500000e-01,5.000000e-01,0.000000e+00
-4.470349e-10,4.889930e+02,7.200000e-01,5.000000e-01,0.000000e+00
-4.470349e-10,4.889930e+02,7.200000e-01,0.000000e+00,0.000000e+00
