"ls","u","Points:0","Points:1","Points:2"
9.200000e-01,5.200019e+02,0.000000e+00,0.000000e+00,0.000000e+00
6.700000e-01,4.900061e+02,2.500000e-01,0.000000e+00,0.000000e+00
6.700000e-01,4.900061e+02,2.500000e-01,5.000000e-01,0.000000e+00
9.200000e-01,5.200019e+02,0.000000e+00,5.000000e-01,0.000000e+00
6.700000e-01,4.900061e+02,2.500000e-01,0.000000e+00,0.000000e+00
4.200000e-01,4.600292e+02,5.000000e-01,0.000000e+00,0.000000e+00
4.200000e-01,4.600292e+02,5.000000e-01,5.000000e-01,0.000000e+00
6.700000e-01,4.900061e+02,2.500000e-01,5.000000e-01,0.000000e+00
4.200000e-01,4.600292e+02,5.000000e-01,0.000000e+00,0.000000e+00
1.700000e-01,4.301096e+02,7.500000e-01,0.000000e+00,0.000000e+00
1.700000e-01,4.301096e+02,7.500000e-01,5.000000e-01,0.000000e+00
4.200000e-01,4.600292e+02,5.000000e-01,5.000000e-01,0.000000e+00
1.700000e-01,4.301096e+02,7.500000e-01,0.000000e+00,0.000000e+00
-1.788139e-09,4.096351e+02,9.200000e-01,0.000000e+00,0.000000e+00
-1.788139e-09,4.096351e+02,9.200000e-01,5.000000e-01,0.000000e+00
1.700000e-01,4.301096e+02,7.500000e-01,5.000000e-01,0.000000e+00
-8.000000e-02,4.000000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-8.000000e-02,4.000000e+02,1.000000e+00,5.000000e-01,0.000000e+00
-1.788139e-09,4.090860e+02,9.200000e-01,5.000000e-01,0.000000e+00
-1.788139e-09,4.090860e+02,9.200000e-01,0.000000e+00,0.000000e+00
