"ls","u","Points:0","Points:1","Points:2"
7.400000e-01,7.001118e+02,0.000000e+00,0.000000e+00,0.000000e+00
4.900000e-01,6.251773e+02,2.500000e-01,0.000000e+00,0.000000e+00
4.900000e-01,6.251773e+02,2.500000e-01,5.000000e-01,0.000000e+00
7.400000e-01,7.001118e+02,0.000000e+00,5.000000e-01,0.000000e+00
4.900000e-01,6.251773e+02,2.500000e-01,0.000000e+00,0.000000e+00
2.400000e-01,5.503677e+02,5.000000e-01,0.000000e+00,0.000000e+00
2.400000e-01,5.503677e+02,5.000000e-01,5.000000e-01,0.000000e+00
4.900000e-01,6.251773e+02,2.500000e-01,5.000000e-01,0.000000e+00
-1.000000e-02,4.752654e+02,7.500000e-01,0.000000e+00,0.000000e+00
-2.600000e-01,4.000000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-2.600000e-01,4.000000e+02,1.000000e+00,5.000000e-01,0.000000e+00
-1.000000e-02,4.752654e+02,7.500000e-01,5.000000e-01,0.000000e+00
2.400000e-01,5.503677e+02,5.000000e-01,0.000000e+00,0.000000e+00
-8.673617e-18,4.794618e+02,7.400000e-01,0.000000e+00,0.000000e+00
-8.673617e-18,4.794618e+02,7.400000e-01,5.000000e-01,0.000000e+00
2.400000e-01,5.503677e+02,5.000000e-01,5.000000e-01,0.000000e+00
-1.000000e-02,4.752654e+02,7.500000e-01,0.000000e+00,0.000000e+00
-1.000000e-02,4.752654e+02,7.500000e-01,5.000000e-01,0.000000e+00
0.000000e+00,4.777629e+02,7.400000e-01,5.000000e-01,0.000000e+00
0.000000e+00,4.777629e+02,7.400000e-01,0.000000e+00,0.000000e+00
