"ls","u","Points:0","Points:1","Points:2"
6.600000e-01,7.801790e+02,0.000000e+00,0.000000e+00,0.000000e+00
4.100000e-01,6.851689e+02,2.500000e-01,0.000000e+00,0.000000e+00
4.100000e-01,6.851689e+02,2.500000e-01,5.000000e-01,0.000000e+00
6.600000e-01,7.801790e+02,0.000000e+00,5.000000e-01,0.000000e+00
4.100000e-01,6.851689e+02,2.500000e-01,0.000000e+00,0.000000e+00
1.600000e-01,5.900916e+02,5.000000e-01,0.000000e+00,0.000000e+00
1.600000e-01,5.900916e+02,5.000000e-01,5.000000e-01,0.000000e+00
4.100000e-01,6.851689e+02,2.500000e-01,5.000000e-01,0.000000e+00
-9.000000e-02,4.947604e+02,7.500000e-01,0.000000e+00,0.000000e+00
-3.400000e-01,4.000000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-3.400000e-01,4.000000e+02,1.000000e+00,5.000000e-01,0.000000e+00
-9.000000e-02,4.947604e+02,7.500000e-01,5.000000e-01,0.000000e+00
1.600000e-01,5.900916e+02,5.000000e-01,0.000000e+00,0.000000e+00
3.576279e-09,5.300226e+02,6.600000e-01,0.000000e+00,0.000000e+00
3.576279e-09,5.300226e+02,6.600000e-01,5.000000e-01,0.000000e+00
1.600000e-01,5.900916e+02,5.000000e-01,5.000000e-01,0.000000e+00
-9.000000e-02,4.947604e+02,7.500000e-01,0.000000e+00,0.000000e+00
-9.000000e-02,4.947604e+02,7.500000e-01,5.000000e-01,0.000000e+00
3.576279e-09,5.281174e+02,6.600000e-01,5.000000e-01,0.000000e+00
3.576279e-09,5.281174e+02,6.600000e-01,0.000000e+00,0.000000e+00
