"ls","u","Points:0","Points:1","Points:2"
8.800000e-01,5.600080e+02,0.000000e+00,0.000000e+00,0.000000e+00
6.300000e-01,5.200179e+02,2.500000e-01,0.000000e+00,0.000000e+00
6.300000e-01,5.200179e+02,2.500000e-01,5.000000e-01,0.000000e+00
8.800000e-01,5.600080e+02,0.000000e+00,5.000000e-01,0.000000e+00
6.300000e-01,5.200179e+02,2.500000e-01,0.000000e+00,0.000000e+00
3.800000e-01,4.800610e+02,5.000000e-01,0.000000e+00,0.000000e+00
3.800000e-01,4.800610e+02,5.000000e-01,5.000000e-01,0.000000e+00
6.300000e-01,5.200179e+02,2.500000e-01,5.000000e-01,0.000000e+00
3.800000e-01,4.800610e+02,5.000000e-01,0.000000e+00,0.000000e+00
1.300000e-01,4.401922e+02,7.500000e-01,0.000000e+00,0.000000e+00
1.300000e-01,4.401922e+02,7.500000e-01,5.000000e-01,0.000000e+00
3.800000e-01,4.800610e+02,5.000000e-01,5.000000e-01,0.000000e+00
1.300000e-01,4.401922e+02,7.500000e-01,0.000000e+00,0.000000e+00
8.940697e-10,4.192923e+02,8.800000e-01,0.000000e+00,0.000000e+00
8.940697e-10,4.192923e+02,8.800000e-01,5.000000e-01,0.000000e+00
1.300000e-01,4.401922e+02,7.500000e-01,5.000000e-01,0.000000e+00
-1.200000e-01,4.000000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-1.200000e-01,4.000000e+02,1.000000e+00,5.000000e-01,0.000000e+00
8.940697e-10,4.185470e+02,8.800000e-01,5.000000e-01,0.000000e+00
8.940697e-10,4.185470e+02,8.800000e-01,0.000000e+00,0.000000e+00
