"ls","u","Points:0","Points:1","Points:2"
8.000000e-01,6.400432e+02,0.000000e+00,0.000000e+00,0.000000e+00
5.500000e-01,5.800763e+02,2.500000e-01,0.000000e+00,0.000000e+00
5.500000e-01,5.800763e+02,2.500000e-01,5.000000e-01,0.000000e+00
8.000000e-01,6.400432e+02,0.000000e+00,5.000000e-01,0.000000e+00
5.500000e-01,5.800763e+02,2.500000e-01,0.000000e+00,0.000000e+00
3.000000e-01,5.202171e+02,5.000000e-01,0.000000e+00,0.000000e+00
3.000000e-01,5.202171e+02,5.000000e-01,5.000000e-01,0.000000e+00
5.500000e-01,5.800763e+02,2.500000e-01,5.000000e-01,0.000000e+00
3.000000e-01,5.202171e+02,5.000000e-01,0.000000e+00,0.000000e+00
5.000000e-02,4.606255e+02,7.500000e-01,0.000000e+00,0.000000e+00
5.000000e-02,4.606255e+02,7.500000e-01,5.000000e-01,0.000000e+00
3.000000e-01,5.202171e+02,5.000000e-01,5.000000e-01,0.000000e+00
5.000000e-02,4.606255e+02,7.500000e-01,0.000000e+00,0.000000e+00
5.551115e-17,4.485004e+02,8.000000e-01,0.000000e+00,0.000000e+00
5.551115e-17,4.485004e+02,8.000000e-01,5.000000e-01,0.000000e+00
5.000000e-02,4.606255e+02,7.500000e-01,5.000000e-01,0.000000e+00
-2.000000e-01,4.000000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-2.000000e-01,4.000000e+02,1.000000e+00,5.000000e-01,0.000000e+00
4.163336e-17,4.473885e+02,8.000000e-01,5.000000e-01,0.000000e+00
4.163336e-17,4.473885e+02,8.000000e-01,0.000000e+00,0.000000e+00
