"ls","u","Points:0","Points:1","Points:2"
7.600000e-01,6.800835e+02,0.000000e+00,0.000000e+00,0.000000e+00
5.100000e-01,6.101397e+02,2.500000e-01,0.000000e+00,0.000000e+00
5.100000e-01,6.101397e+02,2.500000e-01,5.000000e-01,0.000000e+00
7.600000e-01,6.800835e+02,0.000000e+00,5.000000e-01,0.000000e+00
5.100000e-01,6.101397e+02,2.500000e-01,0.000000e+00,0.000000e+00
2.600000e-01,5.403665e+02,5.000000e-01,0.000000e+00,0.000000e+00
2.600000e-01,5.403665e+02,5.000000e-01,5.000000e-01,0.000000e+00
5.100000e-01,6.101397e+02,2.500000e-01,5.000000e-01,0.000000e+00
2.600000e-01,5.403665e+02,5.000000e-01,0.000000e+00,0.000000e+00
1.000000e-02,4.709701e+02,7.500000e-01,0.000000e+00,0.000000e+00
1.000000e-02,4.709701e+02,7.500000e-01,5.000000e-01,0.000000e+00
2.600000e-01,5.403665e+02,5.000000e-01,5.000000e-01,0.000000e+00
1.000000e-02,4.709701e+02,7.500000e-01,0.000000e+00,0.000000e+00
0.000000e+00,4.681313e+02,7.600000e-01,0.000000e+00,0.000000e+00
0.000000e+00,4.681313e+02,7.600000e-01,5.000000e-01,0.000000e+00
1.000000e-02,4.709701e+02,7.500000e-01,5.000000e-01,0.000000e+00
-2.400000e-01,4.000000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-2.400000e-01,4.000000e+02,1.000000e+00,5.000000e-01,0.000000e+00
8.673617e-18,4.668308e+02,7.600000e-01,5.000000e-01,0.000000e+00
8.673617e-18,4.668308e+02,7.600000e-01,0.000000e+00,0.000000e+00
