"ls","u","Points:0","Points:1","Points:2"
9.800000e-01,4.600000e+02,0.000000e+00,0.000000e+00,0.000000e+00
7.300000e-01,4.450001e+02,2.500000e-01,0.000000e+00,0.000000e+00
7.300000e-01,4.450001e+02,2.500000e-01,5.000000e-01,0.000000e+00
9.800000e-01,4.600000e+02,0.000000e+00,5.000000e-01,0.000000e+00
7.300000e-01,4.450001e+02,2.500000e-01,0.000000e+00,0.000000e+00
4.800000e-01,4.300015e+02,5.000000e-01,0.000000e+00,0.000000e+00
4.800000e-01,4.300015e+02,5.000000e-01,5.000000e-01,0.000000e+00
7.300000e-01,4.450001e+02,2.500000e-01,5.000000e-01,0.000000e+00
4.800000e-01,4.300015e+02,5.000000e-01,0.000000e+00,0.000000e+00
2.300000e-01,4.150233e+02,7.500000e-01,0.000000e+00,0.000000e+00
2.300000e-01,4.150233e+02,7.500000e-01,5.000000e-01,0.000000e+00
4.800000e-01,4.300015e+02,5.000000e-01,5.000000e-01,0.000000e+00
2.300000e-01,4.150233e+02,7.500000e-01,0.000000e+00,0.000000e+00
-7.450581e-10,4.012019e+02,9.800000e-01,0.000000e+00,0.000000e+00
-7.450581e-10,4.012019e+02,9.800000e-01,5.000000e-01,0.000000e+00
2.300000e-01,4.150233e+02,7.500000e-01,5.000000e-01,0.000000e+00
-2.000000e-02,4.000000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-2.000000e-02,4.000000e+02,1.000000e+00,5.000000e-01,0.000000e+00
-7.450581e-10,4.009854e+02,9.800000e-01,5.000000e-01,0.000000e+00
-7.450581e-10,4.009854e+02,9.800000e-01,0.000000e+00,0.000000e+00
