"u","Points:0","Points:1","Points:2"
7.3998962090e+02,1.0000000000e+00,1.0000000000e+00,0.0000000000e+00
6.9750468151e+02,1.2500000000e+00,1.0000000000e+00,0.0000000000e+00
6.5497708973e+02,1.2500000000e+00,1.2500000000e+00,0.0000000000e+00
6.9750466391e+02,1.0000000000e+00,1.2500000000e+00,0.0000000000e+00
6.9750468151e+02,1.2500000000e+00,1.0000000000e+00,0.0000000000e+00
6.5496699389e+02,1.5000000000e+00,1.0000000000e+00,0.0000000000e+00
6.1256021119e+02,1.5000000000e+00,1.2500000000e+00,0.0000000000e+00
6.5497708973e+02,1.2500000000e+00,1.2500000000e+00,0.0000000000e+00
6.5496699389e+02,1.5000000000e+00,1.0000000000e+00,0.0000000000e+00
6.1249822903e+02,1.7500000000e+00,1.0000000000e+00,0.0000000000e+00
5.6980772488e+02,1.7500000000e+00,1.2500000000e+00,0.0000000000e+00
6.1256021119e+02,1.5000000000e+00,1.2500000000e+00,0.0000000000e+00
6.1249822903e+02,1.7500000000e+00,1.0000000000e+00,0.0000000000e+00
5.7000000000e+02,2.0000000000e+00,1.0000000000e+00,0.0000000000e+00
5.2750000000e+02,2.0000000000e+00,1.2500000000e+00,0.0000000000e+00
5.6980772488e+02,1.7500000000e+00,1.2500000000e+00,0.0000000000e+00
6.9750466391e+02,1.0000000000e+00,1.2500000000e+00,0.0000000000e+00
6.5497708973e+02,1.2500000000e+00,1.2500000000e+00,0.0000000000e+00
6.1256149648e+02,1.2500000000e+00,1.5000000000e+00,0.0000000000e+00
6.5496676381e+02,1.0000000000e+00,1.5000000000e+00,0.0000000000e+00
6.5497708973e+02,1.2500000000e+00,1.2500000000e+00,0.0000000000e+00
6.1256021119e+02,1.5000000000e+00,1.2500000000e+00,0.0000000000e+00
5.6978365882e+02,1.5000000000e+00,1.5000000000e+00,0.0000000000e+00
6.1256149648e+02,1.2500000000e+00,1.5000000000e+00,0.0000000000e+00
6.1256021119e+02,1.5000000000e+00,1.2500000000e+00,0.0000000000e+00
5.6980772488e+02,1.7500000000e+00,1.2500000000e+00,0.0000000000e+00
5.2827065847e+02,1.7500000000e+00,1.5000000000e+00,0.0000000000e+00
5.6978365882e+02,1.5000000000e+00,1.5000000000e+00,0.0000000000e+00
6.5496676381e+02,1.0000000000e+00,1.5000000000e+00,0.0000000000e+00
6.1256149648e+02,1.2500000000e+00,1.5000000000e+00,0.0000000000e+00
5.6980255946e+02,1.2500000000e+00,1.7500000000e+00,0.0000000000e+00
6.1249747282e+02,1.0000000000e+00,1.7500000000e+00,0.0000000000e+00
6.1256149648e+02,1.2500000000e+00,1.5000000000e+00,0.0000000000e+00
5.6978365882e+02,1.5000000000e+00,1.5000000000e+00,0.0000000000e+00
5.2827561617e+02,1.5000000000e+00,1.7500000000e+00,0.0000000000e+00
5.6980255946e+02,1.2500000000e+00,1.7500000000e+00,0.0000000000e+00
6.1249747282e+02,1.0000000000e+00,1.7500000000e+00,0.0000000000e+00
5.6980255946e+02,1.2500000000e+00,1.7500000000e+00,0.0000000000e+00
5.2750000000e+02,1.2500000000e+00,2.0000000000e+00,0.0000000000e+00
5.7000000000e+02,1.0000000000e+00,2.0000000000e+00,0.0000000000e+00
4.8441589765e+02,1.7500000000e+00,1.7500000000e+00,0.0000000000e+00
4.4250000000e+02,2.0000000000e+00,1.7500000000e+00,0.0000000000e+00
4.0000000000e+02,2.0000000000e+00,2.0000000000e+00,0.0000000000e+00
4.4250000000e+02,1.7500000000e+00,2.0000000000e+00,0.0000000000e+00
5.6980772488e+02,1.7500000000e+00,1.2500000000e+00,0.0000000000e+00
5.2750000000e+02,2.0000000000e+00,1.2500000000e+00,0.0000000000e+00
5.0200000036e+02,2.0000000000e+00,1.3999999762e+00,0.0000000000e+00
5.6980772488e+02,1.7500000000e+00,1.2500000000e+00,0.0000000000e+00
5.0200000036e+02,2.0000000000e+00,1.3999999762e+00,0.0000000000e+00
5.0230826375e+02,1.8999999762e+00,1.5000000000e+00,0.0000000000e+00
5.6980772488e+02,1.7500000000e+00,1.2500000000e+00,0.0000000000e+00
5.0230826375e+02,1.8999999762e+00,1.5000000000e+00,0.0000000000e+00
5.2827065847e+02,1.7500000000e+00,1.5000000000e+00,0.0000000000e+00
4.8500000000e+02,2.0000000000e+00,1.5000000000e+00,0.0000000000e+00
5.0227762686e+02,1.8999999762e+00,1.5000000000e+00,0.0000000000e+00
5.0200000036e+02,2.0000000000e+00,1.3999999762e+00,0.0000000000e+00
5.6978365882e+02,1.5000000000e+00,1.5000000000e+00,0.0000000000e+00
5.2827065847e+02,1.7500000000e+00,1.5000000000e+00,0.0000000000e+00
5.0191986727e+02,1.7500000000e+00,1.6499999762e+00,0.0000000000e+00
5.6978365882e+02,1.5000000000e+00,1.5000000000e+00,0.0000000000e+00
5.0191986727e+02,1.7500000000e+00,1.6499999762e+00,0.0000000000e+00
5.0192185035e+02,1.6499999762e+00,1.7500000000e+00,0.0000000000e+00
5.6978365882e+02,1.5000000000e+00,1.5000000000e+00,0.0000000000e+00
5.0192185035e+02,1.6499999762e+00,1.7500000000e+00,0.0000000000e+00
5.2827561617e+02,1.5000000000e+00,1.7500000000e+00,0.0000000000e+00
4.8441589765e+02,1.7500000000e+00,1.7500000000e+00,0.0000000000e+00
5.0193137089e+02,1.6499999762e+00,1.7500000000e+00,0.0000000000e+00
5.0192716546e+02,1.7500000000e+00,1.6499999762e+00,0.0000000000e+00
5.6980255946e+02,1.2500000000e+00,1.7500000000e+00,0.0000000000e+00
5.2827561617e+02,1.5000000000e+00,1.7500000000e+00,0.0000000000e+00
5.0231024683e+02,1.5000000000e+00,1.8999999762e+00,0.0000000000e+00
5.6980255946e+02,1.2500000000e+00,1.7500000000e+00,0.0000000000e+00
5.0231024683e+02,1.5000000000e+00,1.8999999762e+00,0.0000000000e+00
5.0200000036e+02,1.3999999762e+00,2.0000000000e+00,0.0000000000e+00
5.6980255946e+02,1.2500000000e+00,1.7500000000e+00,0.0000000000e+00
5.0200000036e+02,1.3999999762e+00,2.0000000000e+00,0.0000000000e+00
5.2750000000e+02,1.2500000000e+00,2.0000000000e+00,0.0000000000e+00
4.8500000000e+02,1.5000000000e+00,2.0000000000e+00,0.0000000000e+00
5.0200000036e+02,1.3999999762e+00,2.0000000000e+00,0.0000000000e+00
5.0228183230e+02,1.5000000000e+00,1.8999999762e+00,0.0000000000e+00
5.2827065847e+02,1.7500000000e+00,1.5000000000e+00,0.0000000000e+00
5.0230826375e+02,1.8999999762e+00,1.5000000000e+00,0.0000000000e+00
5.0191986727e+02,1.7500000000e+00,1.6499999762e+00,0.0000000000e+00
5.0227762686e+02,1.8999999762e+00,1.5000000000e+00,0.0000000000e+00
4.8500000000e+02,2.0000000000e+00,1.5000000000e+00,0.0000000000e+00
4.4250000000e+02,2.0000000000e+00,1.7500000000e+00,0.0000000000e+00
5.0227762686e+02,1.8999999762e+00,1.5000000000e+00,0.0000000000e+00
4.4250000000e+02,2.0000000000e+00,1.7500000000e+00,0.0000000000e+00
5.0192716546e+02,1.7500000000e+00,1.6499999762e+00,0.0000000000e+00
4.4250000000e+02,2.0000000000e+00,1.7500000000e+00,0.0000000000e+00
4.8441589765e+02,1.7500000000e+00,1.7500000000e+00,0.0000000000e+00
5.0192716546e+02,1.7500000000e+00,1.6499999762e+00,0.0000000000e+00
5.2827561617e+02,1.5000000000e+00,1.7500000000e+00,0.0000000000e+00
5.0192185035e+02,1.6499999762e+00,1.7500000000e+00,0.0000000000e+00
5.0231024683e+02,1.5000000000e+00,1.8999999762e+00,0.0000000000e+00
5.0193137089e+02,1.6499999762e+00,1.7500000000e+00,0.0000000000e+00
4.8441589765e+02,1.7500000000e+00,1.7500000000e+00,0.0000000000e+00
4.4250000000e+02,1.7500000000e+00,2.0000000000e+00,0.0000000000e+00
5.0193137089e+02,1.6499999762e+00,1.7500000000e+00,0.0000000000e+00
4.4250000000e+02,1.7500000000e+00,2.0000000000e+00,0.0000000000e+00
5.0228183230e+02,1.5000000000e+00,1.8999999762e+00,0.0000000000e+00
4.4250000000e+02,1.7500000000e+00,2.0000000000e+00,0.0000000000e+00
4.8500000000e+02,1.5000000000e+00,2.0000000000e+00,0.0000000000e+00
5.0228183230e+02,1.5000000000e+00,1.8999999762e+00,0.0000000000e+00
