"u","Points:0","Points:1","Points:2"
6.7192072612e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.1000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.3960000111e+02,1.0000000000e+00,6.3999998569e-01,0.0000000000e+00
6.7192072612e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.3960000111e+02,1.0000000000e+00,6.3999998569e-01,0.0000000000e+00
4.3960000111e+02,6.3999998569e-01,1.0000000000e+00,0.0000000000e+00
6.7192072612e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.3960000111e+02,6.3999998569e-01,1.0000000000e+00,0.0000000000e+00
5.1000000000e+02,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00
4.0000000000e+02,1.0000000000e+00,1.0000000000e+00,0.0000000000e+00
4.3960000111e+02,6.3999998569e-01,1.0000000000e+00,0.0000000000e+00
4.3960000111e+02,1.0000000000e+00,6.3999998569e-01,0.0000000000e+00
