1,1,952.4297001
2,2,796.4757134
3,3,800.3315521
4,4,799.980101
5,5,799.9889729
6,6,799.9968982
8,8,800.0013997
10,10,800.0028997
15,15,800.0047306
26,26,800.0058215
42,42,800.0031913
62,62,800.002797
