"ls","u","Points:0","Points:1","Points:2"
8.400000e-01,6.000004e+02,0.000000e+00,0.000000e+00,0.000000e+00
7.150000e-01,5.749999e+02,2.500000e-01,0.000000e+00,0.000000e+00
5.900000e-01,5.500019e+02,2.500000e-01,2.500000e-01,0.000000e+00
7.150000e-01,5.749999e+02,0.000000e+00,2.500000e-01,0.000000e+00
5.900000e-01,5.500001e+02,5.000000e-01,0.000000e+00,0.000000e+00
4.650000e-01,5.250003e+02,5.000000e-01,2.500000e-01,0.000000e+00
4.650000e-01,5.249999e+02,7.500000e-01,0.000000e+00,0.000000e+00
3.400000e-01,5.000012e+02,7.500000e-01,2.500000e-01,0.000000e+00
3.400000e-01,5.000000e+02,1.000000e+00,0.000000e+00,0.000000e+00
2.150000e-01,4.750000e+02,1.000000e+00,2.500000e-01,0.000000e+00
4.650000e-01,5.250003e+02,2.500000e-01,5.000000e-01,0.000000e+00
5.900000e-01,5.500001e+02,0.000000e+00,5.000000e-01,0.000000e+00
3.400000e-01,5.000325e+02,5.000000e-01,5.000000e-01,0.000000e+00
2.150000e-01,4.750116e+02,7.500000e-01,5.000000e-01,0.000000e+00
9.000000e-02,4.500000e+02,1.000000e+00,5.000000e-01,0.000000e+00
3.400000e-01,5.000012e+02,2.500000e-01,7.500000e-01,0.000000e+00
4.650000e-01,5.249999e+02,0.000000e+00,7.500000e-01,0.000000e+00
2.150000e-01,4.750116e+02,5.000000e-01,7.500000e-01,0.000000e+00
9.000000e-02,4.504898e+02,7.500000e-01,7.500000e-01,0.000000e+00
2.150000e-01,4.750000e+02,2.500000e-01,1.000000e+00,0.000000e+00
3.400000e-01,5.000000e+02,0.000000e+00,1.000000e+00,0.000000e+00
9.000000e-02,4.500000e+02,5.000000e-01,1.000000e+00,0.000000e+00
-3.500000e-02,4.250000e+02,1.000000e+00,7.500000e-01,0.000000e+00
2.150000e-01,4.526947e+02,7.500000e-01,5.000000e-01,0.000000e+00
9.000000e-02,4.500000e+02,1.000000e+00,5.000000e-01,0.000000e+00
-3.500000e-02,4.250000e+02,1.000000e+00,7.500000e-01,0.000000e+00
9.000000e-02,4.489459e+02,7.500000e-01,7.500000e-01,0.000000e+00
-3.500000e-02,4.250000e+02,7.500000e-01,1.000000e+00,0.000000e+00
2.150000e-01,4.526947e+02,5.000000e-01,7.500000e-01,0.000000e+00
-3.500000e-02,4.250000e+02,7.500000e-01,1.000000e+00,0.000000e+00
9.000000e-02,4.500000e+02,5.000000e-01,1.000000e+00,0.000000e+00
-1.600000e-01,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
-1.600000e-01,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
