"ls","u","Points:0","Points:1","Points:2"
1.000000e+00,4.400000e+02,0.000000e+00,0.000000e+00,0.000000e+00
8.750000e-01,4.350000e+02,2.500000e-01,0.000000e+00,0.000000e+00
7.500000e-01,4.300000e+02,2.500000e-01,2.500000e-01,0.000000e+00
8.750000e-01,4.350000e+02,0.000000e+00,2.500000e-01,0.000000e+00
7.500000e-01,4.300000e+02,5.000000e-01,0.000000e+00,0.000000e+00
6.250000e-01,4.250000e+02,5.000000e-01,2.500000e-01,0.000000e+00
6.250000e-01,4.250000e+02,7.500000e-01,0.000000e+00,0.000000e+00
5.000000e-01,4.200000e+02,7.500000e-01,2.500000e-01,0.000000e+00
5.000000e-01,4.200000e+02,1.000000e+00,0.000000e+00,0.000000e+00
3.750000e-01,4.150000e+02,1.000000e+00,2.500000e-01,0.000000e+00
6.250000e-01,4.250000e+02,2.500000e-01,5.000000e-01,0.000000e+00
7.500000e-01,4.300000e+02,0.000000e+00,5.000000e-01,0.000000e+00
5.000000e-01,4.200000e+02,5.000000e-01,5.000000e-01,0.000000e+00
3.750000e-01,4.150000e+02,7.500000e-01,5.000000e-01,0.000000e+00
2.500000e-01,4.100000e+02,1.000000e+00,5.000000e-01,0.000000e+00
5.000000e-01,4.200000e+02,2.500000e-01,7.500000e-01,0.000000e+00
6.250000e-01,4.250000e+02,0.000000e+00,7.500000e-01,0.000000e+00
3.750000e-01,4.150000e+02,5.000000e-01,7.500000e-01,0.000000e+00
2.500000e-01,4.100000e+02,7.500000e-01,7.500000e-01,0.000000e+00
1.250000e-01,4.050000e+02,1.000000e+00,7.500000e-01,0.000000e+00
3.750000e-01,4.150000e+02,2.500000e-01,1.000000e+00,0.000000e+00
5.000000e-01,4.200000e+02,0.000000e+00,1.000000e+00,0.000000e+00
2.500000e-01,4.100000e+02,5.000000e-01,1.000000e+00,0.000000e+00
1.250000e-01,4.050000e+02,7.500000e-01,1.000000e+00,0.000000e+00
0.000000e+00,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
