"ls","u","Points:0","Points:1","Points:2"
6.800000e-01,7.600323e+02,0.000000e+00,0.000000e+00,0.000000e+00
5.550000e-01,7.150547e+02,2.500000e-01,0.000000e+00,0.000000e+00
4.300000e-01,6.700552e+02,2.500000e-01,2.500000e-01,0.000000e+00
5.550000e-01,7.150547e+02,0.000000e+00,2.500000e-01,0.000000e+00
4.300000e-01,6.700541e+02,5.000000e-01,0.000000e+00,0.000000e+00
3.050000e-01,6.251812e+02,5.000000e-01,2.500000e-01,0.000000e+00
3.050000e-01,6.250525e+02,7.500000e-01,0.000000e+00,0.000000e+00
1.800000e-01,5.800714e+02,7.500000e-01,2.500000e-01,0.000000e+00
1.800000e-01,5.800000e+02,1.000000e+00,0.000000e+00,0.000000e+00
5.500000e-02,5.350000e+02,1.000000e+00,2.500000e-01,0.000000e+00
3.050000e-01,6.251812e+02,2.500000e-01,5.000000e-01,0.000000e+00
4.300000e-01,6.700541e+02,0.000000e+00,5.000000e-01,0.000000e+00
1.800000e-01,5.801249e+02,5.000000e-01,5.000000e-01,0.000000e+00
5.500000e-02,5.362545e+02,7.500000e-01,5.000000e-01,0.000000e+00
1.800000e-01,5.800714e+02,2.500000e-01,7.500000e-01,0.000000e+00
3.050000e-01,6.250525e+02,0.000000e+00,7.500000e-01,0.000000e+00
5.500000e-02,5.362545e+02,5.000000e-01,7.500000e-01,0.000000e+00
5.500000e-02,5.350000e+02,2.500000e-01,1.000000e+00,0.000000e+00
1.800000e-01,5.800000e+02,0.000000e+00,1.000000e+00,0.000000e+00
-7.000000e-02,4.895920e+02,7.500000e-01,7.500000e-01,0.000000e+00
-1.950000e-01,4.450000e+02,1.000000e+00,7.500000e-01,0.000000e+00
-3.200000e-01,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
-1.950000e-01,4.450000e+02,7.500000e-01,1.000000e+00,0.000000e+00
-7.000000e-02,4.900000e+02,1.000000e+00,5.000000e-01,0.000000e+00
1.800000e-01,5.536033e+02,7.500000e-01,2.500000e-01,0.000000e+00
5.500000e-02,5.350000e+02,1.000000e+00,2.500000e-01,0.000000e+00
-7.000000e-02,4.900000e+02,1.000000e+00,5.000000e-01,0.000000e+00
5.500000e-02,5.350581e+02,7.500000e-01,5.000000e-01,0.000000e+00
-7.000000e-02,4.893397e+02,7.500000e-01,7.500000e-01,0.000000e+00
1.800000e-01,5.557842e+02,5.000000e-01,5.000000e-01,0.000000e+00
5.500000e-02,5.350581e+02,5.000000e-01,7.500000e-01,0.000000e+00
-7.000000e-02,4.900000e+02,5.000000e-01,1.000000e+00,0.000000e+00
1.800000e-01,5.536033e+02,2.500000e-01,7.500000e-01,0.000000e+00
-7.000000e-02,4.900000e+02,5.000000e-01,1.000000e+00,0.000000e+00
5.500000e-02,5.350000e+02,2.500000e-01,1.000000e+00,0.000000e+00
-1.950000e-01,4.450000e+02,1.000000e+00,7.500000e-01,0.000000e+00
-1.950000e-01,4.450000e+02,7.500000e-01,1.000000e+00,0.000000e+00
