"ls","u","Points:0","Points:1","Points:2"
6.600000e-01,7.800473e+02,0.000000e+00,0.000000e+00,0.000000e+00
5.350000e-01,7.325761e+02,2.500000e-01,0.000000e+00,0.000000e+00
4.100000e-01,6.850761e+02,2.500000e-01,2.500000e-01,0.000000e+00
5.350000e-01,7.325761e+02,0.000000e+00,2.500000e-01,0.000000e+00
4.100000e-01,6.850730e+02,5.000000e-01,0.000000e+00,0.000000e+00
2.850000e-01,6.377272e+02,5.000000e-01,2.500000e-01,0.000000e+00
2.850000e-01,6.375671e+02,7.500000e-01,0.000000e+00,0.000000e+00
1.600000e-01,5.900631e+02,7.500000e-01,2.500000e-01,0.000000e+00
1.600000e-01,5.900000e+02,1.000000e+00,0.000000e+00,0.000000e+00
3.500000e-02,5.425000e+02,1.000000e+00,2.500000e-01,0.000000e+00
2.850000e-01,6.377272e+02,2.500000e-01,5.000000e-01,0.000000e+00
4.100000e-01,6.850730e+02,0.000000e+00,5.000000e-01,0.000000e+00
1.600000e-01,5.901331e+02,5.000000e-01,5.000000e-01,0.000000e+00
3.500000e-02,5.440397e+02,7.500000e-01,5.000000e-01,0.000000e+00
1.600000e-01,5.900631e+02,2.500000e-01,7.500000e-01,0.000000e+00
2.850000e-01,6.375671e+02,0.000000e+00,7.500000e-01,0.000000e+00
3.500000e-02,5.440397e+02,5.000000e-01,7.500000e-01,0.000000e+00
3.500000e-02,5.425000e+02,2.500000e-01,1.000000e+00,0.000000e+00
1.600000e-01,5.900000e+02,0.000000e+00,1.000000e+00,0.000000e+00
-9.000000e-02,4.945935e+02,7.500000e-01,7.500000e-01,0.000000e+00
-2.150000e-01,4.475000e+02,1.000000e+00,7.500000e-01,0.000000e+00
-3.400000e-01,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
-2.150000e-01,4.475000e+02,7.500000e-01,1.000000e+00,0.000000e+00
-9.000000e-02,4.950000e+02,1.000000e+00,5.000000e-01,0.000000e+00
1.600000e-01,5.740889e+02,7.500000e-01,2.500000e-01,0.000000e+00
3.500000e-02,5.425000e+02,1.000000e+00,2.500000e-01,0.000000e+00
-9.000000e-02,4.950000e+02,1.000000e+00,5.000000e-01,0.000000e+00
3.500000e-02,5.432852e+02,7.500000e-01,5.000000e-01,0.000000e+00
-9.000000e-02,4.942278e+02,7.500000e-01,7.500000e-01,0.000000e+00
1.600000e-01,5.747691e+02,5.000000e-01,5.000000e-01,0.000000e+00
3.500000e-02,5.432852e+02,5.000000e-01,7.500000e-01,0.000000e+00
-9.000000e-02,4.950000e+02,5.000000e-01,1.000000e+00,0.000000e+00
1.600000e-01,5.740889e+02,2.500000e-01,7.500000e-01,0.000000e+00
-9.000000e-02,4.950000e+02,5.000000e-01,1.000000e+00,0.000000e+00
3.500000e-02,5.425000e+02,2.500000e-01,1.000000e+00,0.000000e+00
-2.150000e-01,4.475000e+02,1.000000e+00,7.500000e-01,0.000000e+00
-2.150000e-01,4.475000e+02,7.500000e-01,1.000000e+00,0.000000e+00
