"ls","u","Points:0","Points:1","Points:2"
9.800000e-01,4.600000e+02,0.000000e+00,0.000000e+00,0.000000e+00
8.550000e-01,4.525000e+02,2.500000e-01,0.000000e+00,0.000000e+00
7.300000e-01,4.450000e+02,2.500000e-01,2.500000e-01,0.000000e+00
8.550000e-01,4.525000e+02,0.000000e+00,2.500000e-01,0.000000e+00
7.300000e-01,4.450000e+02,5.000000e-01,0.000000e+00,0.000000e+00
6.050000e-01,4.375000e+02,5.000000e-01,2.500000e-01,0.000000e+00
6.050000e-01,4.375000e+02,7.500000e-01,0.000000e+00,0.000000e+00
4.800000e-01,4.300000e+02,7.500000e-01,2.500000e-01,0.000000e+00
4.800000e-01,4.300000e+02,1.000000e+00,0.000000e+00,0.000000e+00
3.550000e-01,4.225000e+02,1.000000e+00,2.500000e-01,0.000000e+00
6.050000e-01,4.375000e+02,2.500000e-01,5.000000e-01,0.000000e+00
7.300000e-01,4.450000e+02,0.000000e+00,5.000000e-01,0.000000e+00
4.800000e-01,4.300000e+02,5.000000e-01,5.000000e-01,0.000000e+00
3.550000e-01,4.225000e+02,7.500000e-01,5.000000e-01,0.000000e+00
2.300000e-01,4.150000e+02,1.000000e+00,5.000000e-01,0.000000e+00
4.800000e-01,4.300000e+02,2.500000e-01,7.500000e-01,0.000000e+00
6.050000e-01,4.375000e+02,0.000000e+00,7.500000e-01,0.000000e+00
3.550000e-01,4.225000e+02,5.000000e-01,7.500000e-01,0.000000e+00
2.300000e-01,4.150006e+02,7.500000e-01,7.500000e-01,0.000000e+00
1.050000e-01,4.075000e+02,1.000000e+00,7.500000e-01,0.000000e+00
3.550000e-01,4.225000e+02,2.500000e-01,1.000000e+00,0.000000e+00
4.800000e-01,4.300000e+02,0.000000e+00,1.000000e+00,0.000000e+00
2.300000e-01,4.150000e+02,5.000000e-01,1.000000e+00,0.000000e+00
1.050000e-01,4.075000e+02,7.500000e-01,1.000000e+00,0.000000e+00
-2.000000e-02,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
2.300000e-01,4.078549e+02,7.500000e-01,7.500000e-01,0.000000e+00
1.050000e-01,4.075000e+02,1.000000e+00,7.500000e-01,0.000000e+00
-2.000000e-02,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
1.050000e-01,4.075000e+02,7.500000e-01,1.000000e+00,0.000000e+00
