"ls","u","Points:0","Points:1","Points:2"
8.800000e-01,5.600000e+02,0.000000e+00,0.000000e+00,0.000000e+00
7.550000e-01,5.399999e+02,2.500000e-01,0.000000e+00,0.000000e+00
6.300000e-01,5.200000e+02,2.500000e-01,2.500000e-01,0.000000e+00
7.550000e-01,5.399999e+02,0.000000e+00,2.500000e-01,0.000000e+00
6.300000e-01,5.200000e+02,5.000000e-01,0.000000e+00,0.000000e+00
5.050000e-01,4.999994e+02,5.000000e-01,2.500000e-01,0.000000e+00
5.050000e-01,4.999999e+02,7.500000e-01,0.000000e+00,0.000000e+00
3.800000e-01,4.800001e+02,7.500000e-01,2.500000e-01,0.000000e+00
3.800000e-01,4.800000e+02,1.000000e+00,0.000000e+00,0.000000e+00
2.550000e-01,4.600000e+02,1.000000e+00,2.500000e-01,0.000000e+00
5.050000e-01,4.999994e+02,2.500000e-01,5.000000e-01,0.000000e+00
6.300000e-01,5.200000e+02,0.000000e+00,5.000000e-01,0.000000e+00
3.800000e-01,4.800012e+02,5.000000e-01,5.000000e-01,0.000000e+00
2.550000e-01,4.599944e+02,7.500000e-01,5.000000e-01,0.000000e+00
1.300000e-01,4.400000e+02,1.000000e+00,5.000000e-01,0.000000e+00
3.800000e-01,4.800001e+02,2.500000e-01,7.500000e-01,0.000000e+00
5.050000e-01,4.999999e+02,0.000000e+00,7.500000e-01,0.000000e+00
2.550000e-01,4.599944e+02,5.000000e-01,7.500000e-01,0.000000e+00
1.300000e-01,4.400539e+02,7.500000e-01,7.500000e-01,0.000000e+00
5.000000e-03,4.200000e+02,1.000000e+00,7.500000e-01,0.000000e+00
2.550000e-01,4.600000e+02,2.500000e-01,1.000000e+00,0.000000e+00
3.800000e-01,4.800000e+02,0.000000e+00,1.000000e+00,0.000000e+00
1.300000e-01,4.400000e+02,5.000000e-01,1.000000e+00,0.000000e+00
5.000000e-03,4.200000e+02,7.500000e-01,1.000000e+00,0.000000e+00
-1.200000e-01,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
1.300000e-01,4.361831e+02,7.500000e-01,7.500000e-01,0.000000e+00
5.000000e-03,4.200000e+02,1.000000e+00,7.500000e-01,0.000000e+00
-1.200000e-01,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
5.000000e-03,4.200000e+02,7.500000e-01,1.000000e+00,0.000000e+00
