"ls","u","Points:0","Points:1","Points:2"
9.400000e-01,5.000000e+02,0.000000e+00,0.000000e+00,0.000000e+00
8.150000e-01,4.875000e+02,2.500000e-01,0.000000e+00,0.000000e+00
6.900000e-01,4.750000e+02,2.500000e-01,2.500000e-01,0.000000e+00
8.150000e-01,4.875000e+02,0.000000e+00,2.500000e-01,0.000000e+00
6.900000e-01,4.750000e+02,5.000000e-01,0.000000e+00,0.000000e+00
5.650000e-01,4.625000e+02,5.000000e-01,2.500000e-01,0.000000e+00
5.650000e-01,4.625000e+02,7.500000e-01,0.000000e+00,0.000000e+00
4.400000e-01,4.500000e+02,7.500000e-01,2.500000e-01,0.000000e+00
4.400000e-01,4.500000e+02,1.000000e+00,0.000000e+00,0.000000e+00
3.150000e-01,4.375000e+02,1.000000e+00,2.500000e-01,0.000000e+00
5.650000e-01,4.625000e+02,2.500000e-01,5.000000e-01,0.000000e+00
6.900000e-01,4.750000e+02,0.000000e+00,5.000000e-01,0.000000e+00
4.400000e-01,4.500001e+02,5.000000e-01,5.000000e-01,0.000000e+00
3.150000e-01,4.375005e+02,7.500000e-01,5.000000e-01,0.000000e+00
1.900000e-01,4.250000e+02,1.000000e+00,5.000000e-01,0.000000e+00
4.400000e-01,4.500000e+02,2.500000e-01,7.500000e-01,0.000000e+00
5.650000e-01,4.625000e+02,0.000000e+00,7.500000e-01,0.000000e+00
3.150000e-01,4.375005e+02,5.000000e-01,7.500000e-01,0.000000e+00
1.900000e-01,4.249982e+02,7.500000e-01,7.500000e-01,0.000000e+00
6.500000e-02,4.125000e+02,1.000000e+00,7.500000e-01,0.000000e+00
3.150000e-01,4.375000e+02,2.500000e-01,1.000000e+00,0.000000e+00
4.400000e-01,4.500000e+02,0.000000e+00,1.000000e+00,0.000000e+00
1.900000e-01,4.250000e+02,5.000000e-01,1.000000e+00,0.000000e+00
6.500000e-02,4.125000e+02,7.500000e-01,1.000000e+00,0.000000e+00
-6.000000e-02,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
1.900000e-01,4.148834e+02,7.500000e-01,7.500000e-01,0.000000e+00
6.500000e-02,4.125000e+02,1.000000e+00,7.500000e-01,0.000000e+00
-6.000000e-02,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
6.500000e-02,4.125000e+02,7.500000e-01,1.000000e+00,0.000000e+00
