"ls","u","Points:0","Points:1","Points:2"
8.000000e-01,6.400025e+02,0.000000e+00,0.000000e+00,0.000000e+00
6.750000e-01,6.100019e+02,2.500000e-01,0.000000e+00,0.000000e+00
5.500000e-01,5.800084e+02,2.500000e-01,2.500000e-01,0.000000e+00
6.750000e-01,6.100019e+02,0.000000e+00,2.500000e-01,0.000000e+00
5.500000e-01,5.800029e+02,5.000000e-01,0.000000e+00,0.000000e+00
4.250000e-01,5.500083e+02,5.000000e-01,2.500000e-01,0.000000e+00
4.250000e-01,5.500014e+02,7.500000e-01,0.000000e+00,0.000000e+00
3.000000e-01,5.200104e+02,7.500000e-01,2.500000e-01,0.000000e+00
3.000000e-01,5.200000e+02,1.000000e+00,0.000000e+00,0.000000e+00
1.750000e-01,4.900000e+02,1.000000e+00,2.500000e-01,0.000000e+00
4.250000e-01,5.500083e+02,2.500000e-01,5.000000e-01,0.000000e+00
5.500000e-01,5.800029e+02,0.000000e+00,5.000000e-01,0.000000e+00
3.000000e-01,5.200889e+02,5.000000e-01,5.000000e-01,0.000000e+00
1.750000e-01,4.900263e+02,7.500000e-01,5.000000e-01,0.000000e+00
5.000000e-02,4.600000e+02,1.000000e+00,5.000000e-01,0.000000e+00
3.000000e-01,5.200104e+02,2.500000e-01,7.500000e-01,0.000000e+00
4.250000e-01,5.500014e+02,0.000000e+00,7.500000e-01,0.000000e+00
1.750000e-01,4.900263e+02,5.000000e-01,7.500000e-01,0.000000e+00
5.000000e-02,4.608207e+02,7.500000e-01,7.500000e-01,0.000000e+00
1.750000e-01,4.900000e+02,2.500000e-01,1.000000e+00,0.000000e+00
3.000000e-01,5.200000e+02,0.000000e+00,1.000000e+00,0.000000e+00
5.000000e-02,4.600000e+02,5.000000e-01,1.000000e+00,0.000000e+00
-7.500000e-02,4.300000e+02,1.000000e+00,7.500000e-01,0.000000e+00
1.750000e-01,4.750292e+02,7.500000e-01,5.000000e-01,0.000000e+00
5.000000e-02,4.600000e+02,1.000000e+00,5.000000e-01,0.000000e+00
-7.500000e-02,4.300000e+02,1.000000e+00,7.500000e-01,0.000000e+00
5.000000e-02,4.601615e+02,7.500000e-01,7.500000e-01,0.000000e+00
-7.500000e-02,4.300000e+02,7.500000e-01,1.000000e+00,0.000000e+00
1.750000e-01,4.750292e+02,5.000000e-01,7.500000e-01,0.000000e+00
-7.500000e-02,4.300000e+02,7.500000e-01,1.000000e+00,0.000000e+00
5.000000e-02,4.600000e+02,5.000000e-01,1.000000e+00,0.000000e+00
-2.000000e-01,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
-2.000000e-01,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
