"ls","u","Points:0","Points:1","Points:2"
8.200000e-01,6.200011e+02,0.000000e+00,0.000000e+00,0.000000e+00
6.950000e-01,5.925005e+02,2.500000e-01,0.000000e+00,0.000000e+00
5.700000e-01,5.650045e+02,2.500000e-01,2.500000e-01,0.000000e+00
6.950000e-01,5.925005e+02,0.000000e+00,2.500000e-01,0.000000e+00
5.700000e-01,5.650009e+02,5.000000e-01,0.000000e+00,0.000000e+00
4.450000e-01,5.375038e+02,5.000000e-01,2.500000e-01,0.000000e+00
4.450000e-01,5.375003e+02,7.500000e-01,0.000000e+00,0.000000e+00
3.200000e-01,5.100045e+02,7.500000e-01,2.500000e-01,0.000000e+00
3.200000e-01,5.100000e+02,1.000000e+00,0.000000e+00,0.000000e+00
1.950000e-01,4.825000e+02,1.000000e+00,2.500000e-01,0.000000e+00
4.450000e-01,5.375038e+02,2.500000e-01,5.000000e-01,0.000000e+00
5.700000e-01,5.650009e+02,0.000000e+00,5.000000e-01,0.000000e+00
3.200000e-01,5.100604e+02,5.000000e-01,5.000000e-01,0.000000e+00
1.950000e-01,4.825310e+02,7.500000e-01,5.000000e-01,0.000000e+00
7.000000e-02,4.550000e+02,1.000000e+00,5.000000e-01,0.000000e+00
3.200000e-01,5.100045e+02,2.500000e-01,7.500000e-01,0.000000e+00
4.450000e-01,5.375003e+02,0.000000e+00,7.500000e-01,0.000000e+00
1.950000e-01,4.825310e+02,5.000000e-01,7.500000e-01,0.000000e+00
7.000000e-02,4.556918e+02,7.500000e-01,7.500000e-01,0.000000e+00
1.950000e-01,4.825000e+02,2.500000e-01,1.000000e+00,0.000000e+00
3.200000e-01,5.100000e+02,0.000000e+00,1.000000e+00,0.000000e+00
7.000000e-02,4.550000e+02,5.000000e-01,1.000000e+00,0.000000e+00
-5.500000e-02,4.275000e+02,1.000000e+00,7.500000e-01,0.000000e+00
1.950000e-01,4.607797e+02,7.500000e-01,5.000000e-01,0.000000e+00
7.000000e-02,4.550000e+02,1.000000e+00,5.000000e-01,0.000000e+00
-5.500000e-02,4.275000e+02,1.000000e+00,7.500000e-01,0.000000e+00
7.000000e-02,4.547459e+02,7.500000e-01,7.500000e-01,0.000000e+00
-5.500000e-02,4.275000e+02,7.500000e-01,1.000000e+00,0.000000e+00
1.950000e-01,4.607797e+02,5.000000e-01,7.500000e-01,0.000000e+00
-5.500000e-02,4.275000e+02,7.500000e-01,1.000000e+00,0.000000e+00
7.000000e-02,4.550000e+02,5.000000e-01,1.000000e+00,0.000000e+00
-1.800000e-01,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
-1.800000e-01,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
