"u","Points:0","Points:1","Points:2"
7.6000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.7000000000e+02,2.5000000000e-01,0.0000000000e+00,0.0000000000e+00
6.7000000000e+02,2.5000000000e-01,5.0000000000e-01,0.0000000000e+00
7.6000000000e+02,0.0000000000e+00,5.0000000000e-01,0.0000000000e+00
5.8000000000e+02,5.0000000000e-01,0.0000000000e+00,0.0000000000e+00
5.8000000000e+02,5.0000000000e-01,5.0000000000e-01,0.0000000000e+00
4.9000000000e+02,7.5000000000e-01,0.0000000000e+00,0.0000000000e+00
4.9000000000e+02,7.5000000000e-01,5.0000000000e-01,0.0000000000e+00
4.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.0000000000e+02,1.0000000000e+00,5.0000000000e-01,0.0000000000e+00
