"u","Points:0","Points:1","Points:2"
5.6000006639e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.2000014280e+02,2.5000000000e-01,0.0000000000e+00,0.0000000000e+00
5.2000014280e+02,2.5000000000e-01,5.0000000000e-01,0.0000000000e+00
5.6000006639e+02,0.0000000000e+00,5.0000000000e-01,0.0000000000e+00
5.2000014280e+02,2.5000000000e-01,0.0000000000e+00,0.0000000000e+00
4.8000046524e+02,5.0000000000e-01,0.0000000000e+00,0.0000000000e+00
4.8000046524e+02,5.0000000000e-01,5.0000000000e-01,0.0000000000e+00
5.2000014280e+02,2.5000000000e-01,5.0000000000e-01,0.0000000000e+00
4.8000046524e+02,5.0000000000e-01,0.0000000000e+00,0.0000000000e+00
4.4000135849e+02,7.5000000000e-01,0.0000000000e+00,0.0000000000e+00
4.4000135849e+02,7.5000000000e-01,5.0000000000e-01,0.0000000000e+00
4.8000046524e+02,5.0000000000e-01,5.0000000000e-01,0.0000000000e+00
4.4000135849e+02,7.5000000000e-01,0.0000000000e+00,0.0000000000e+00
4.1920065222e+02,8.7999999523e-01,0.0000000000e+00,0.0000000000e+00
4.1920065222e+02,8.7999999523e-01,5.0000000000e-01,0.0000000000e+00
4.4000135849e+02,7.5000000000e-01,5.0000000000e-01,0.0000000000e+00
4.0000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.0000000000e+02,1.0000000000e+00,5.0000000000e-01,0.0000000000e+00
4.1919825252e+02,8.7999999523e-01,5.0000000000e-01,0.0000000000e+00
4.1919825252e+02,8.7999999523e-01,0.0000000000e+00,0.0000000000e+00
