"u","Points:0","Points:1","Points:2"
6.5714613603e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.4628630632e+02,1.8199999332e+00,0.0000000000e+00,0.0000000000e+00
4.4628630632e+02,1.8199999332e+00,5.0000000000e-01,0.0000000000e+00
6.5714613603e+02,1.0000000000e+00,5.0000000000e-01,0.0000000000e+00
4.0000000000e+02,2.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.0000000000e+02,2.0000000000e+00,5.0000000000e-01,0.0000000000e+00
4.4636063928e+02,1.8199999332e+00,5.0000000000e-01,0.0000000000e+00
4.4636063928e+02,1.8199999332e+00,0.0000000000e+00,0.0000000000e+00
