1,1,931.2648064
2,2,794.209388
3,3,800.2580262
4,4,799.9944326
6,6,800.0079256
8,8,800.0116753
11,11,800.0122156
17,17,800.0107514
27,27,800.0076425
42,42,800.0070164
62,62,800.0063089
