"u","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
6.800000e+02,1,1,0.000000e+00,0.000000e+00,0.000000e+00
4.000000e+02,2,2,1.000000e+00,0.000000e+00,0.000000e+00
4.000000e+02,3,3,1.000000e+00,5.000000e-01,0.000000e+00
6.800000e+02,4,4,0.000000e+00,5.000000e-01,0.000000e+00
