1,1,932.1050218
2,2,794.2742438
3,3,800.254895
4,4,799.9943817
6,6,800.0079915
8,8,800.0117704
11,11,800.012318
17,17,800.0108401
27,27,800.0077068
42,42,800.0070717
62,62,800.0063582
