"ls","u","Points:0","Points:1","Points:2"
9.800000e-01,4.600002e+02,0.000000e+00,0.000000e+00,0.000000e+00
4.800000e-01,4.300000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-8.429370e-10,4.012000e+02,1.000000e+00,9.600000e-01,0.000000e+00
9.800000e-01,4.600002e+02,0.000000e+00,0.000000e+00,0.000000e+00
-8.429370e-10,4.012000e+02,1.000000e+00,9.600000e-01,0.000000e+00
-8.429370e-10,4.012000e+02,9.600000e-01,1.000000e+00,0.000000e+00
9.800000e-01,4.600002e+02,0.000000e+00,0.000000e+00,0.000000e+00
-8.429370e-10,4.012000e+02,9.600000e-01,1.000000e+00,0.000000e+00
4.800000e-01,4.300000e+02,0.000000e+00,1.000000e+00,0.000000e+00
-2.000000e-02,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
-8.429370e-10,4.012000e+02,9.600000e-01,1.000000e+00,0.000000e+00
-8.429370e-10,4.012000e+02,1.000000e+00,9.600000e-01,0.000000e+00
