"u","Points:0","Points:1","Points:2"
8.8865947137e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.8000000000e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.1519999818e+02,1.0000000000e+00,3.6000001431e-01,0.0000000000e+00
8.8865947137e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.1519999818e+02,1.0000000000e+00,3.6000001431e-01,0.0000000000e+00
5.1519999818e+02,3.6000001431e-01,1.0000000000e+00,0.0000000000e+00
8.8865947137e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.1519999818e+02,3.6000001431e-01,1.0000000000e+00,0.0000000000e+00
5.8000000000e+02,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00
4.0000000000e+02,1.0000000000e+00,1.0000000000e+00,0.0000000000e+00
5.1519999818e+02,3.6000001431e-01,1.0000000000e+00,0.0000000000e+00
5.1519999818e+02,1.0000000000e+00,3.6000001431e-01,0.0000000000e+00
