"ls","u","Points:0","Points:1","Points:2"
7.000000e-01,7.864802e+02,0.000000e+00,0.000000e+00,0.000000e+00
2.000000e-01,5.700000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-4.214685e-09,5.020000e+02,1.000000e+00,4.000000e-01,0.000000e+00
7.000000e-01,7.864802e+02,0.000000e+00,0.000000e+00,0.000000e+00
-4.214685e-09,5.020000e+02,1.000000e+00,4.000000e-01,0.000000e+00
-4.214685e-09,5.020000e+02,4.000000e-01,1.000000e+00,0.000000e+00
7.000000e-01,7.864802e+02,0.000000e+00,0.000000e+00,0.000000e+00
-4.214685e-09,5.020000e+02,4.000000e-01,1.000000e+00,0.000000e+00
2.000000e-01,5.700000e+02,0.000000e+00,1.000000e+00,0.000000e+00
-3.000000e-01,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
-4.214685e-09,5.020000e+02,4.000000e-01,1.000000e+00,0.000000e+00
-4.214685e-09,5.020000e+02,1.000000e+00,4.000000e-01,0.000000e+00
