"ls","u","Points:0","Points:1","Points:2"
6.600000e-01,8.516481e+02,0.000000e+00,0.000000e+00,0.000000e+00
1.600000e-01,5.900000e+02,1.000000e+00,0.000000e+00,0.000000e+00
2.528811e-09,5.292000e+02,1.000000e+00,3.200000e-01,0.000000e+00
6.600000e-01,8.516481e+02,0.000000e+00,0.000000e+00,0.000000e+00
2.528811e-09,5.292000e+02,1.000000e+00,3.200000e-01,0.000000e+00
2.528811e-09,5.292000e+02,3.200000e-01,1.000000e+00,0.000000e+00
6.600000e-01,8.516481e+02,0.000000e+00,0.000000e+00,0.000000e+00
2.528811e-09,5.292000e+02,3.200000e-01,1.000000e+00,0.000000e+00
1.600000e-01,5.900000e+02,0.000000e+00,1.000000e+00,0.000000e+00
-3.400000e-01,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
2.528811e-09,5.292000e+02,3.200000e-01,1.000000e+00,0.000000e+00
2.528811e-09,5.292000e+02,1.000000e+00,3.200000e-01,0.000000e+00
