"ls","u","Points:0","Points:1","Points:2"
8.600000e-01,5.806058e+02,0.000000e+00,0.000000e+00,0.000000e+00
3.600000e-01,4.900000e+02,1.000000e+00,0.000000e+00,0.000000e+00
-2.528811e-09,4.252000e+02,1.000000e+00,7.200000e-01,0.000000e+00
8.600000e-01,5.806058e+02,0.000000e+00,0.000000e+00,0.000000e+00
-2.528811e-09,4.252000e+02,1.000000e+00,7.200000e-01,0.000000e+00
-2.528811e-09,4.252000e+02,7.200000e-01,1.000000e+00,0.000000e+00
8.600000e-01,5.806058e+02,0.000000e+00,0.000000e+00,0.000000e+00
-2.528811e-09,4.252000e+02,7.200000e-01,1.000000e+00,0.000000e+00
3.600000e-01,4.900000e+02,0.000000e+00,1.000000e+00,0.000000e+00
-1.400000e-01,4.000000e+02,1.000000e+00,1.000000e+00,0.000000e+00
-2.528811e-09,4.252000e+02,7.200000e-01,1.000000e+00,0.000000e+00
-2.528811e-09,4.252000e+02,1.000000e+00,7.200000e-01,0.000000e+00
