"u","Points:0","Points:1","Points:2"
5.6000677251e+02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.2001346695e+02,1.2500000000e+00,0.0000000000e+00,0.0000000000e+00
5.2001346695e+02,1.2500000000e+00,5.0000000000e-01,0.0000000000e+00
5.6000677251e+02,1.0000000000e+00,5.0000000000e-01,0.0000000000e+00
5.2001346695e+02,1.2500000000e+00,0.0000000000e+00,0.0000000000e+00
4.8003301245e+02,1.5000000000e+00,0.0000000000e+00,0.0000000000e+00
4.8003301245e+02,1.5000000000e+00,5.0000000000e-01,0.0000000000e+00
5.2001346695e+02,1.2500000000e+00,5.0000000000e-01,0.0000000000e+00
4.8003301245e+02,1.5000000000e+00,0.0000000000e+00,0.0000000000e+00
4.4005110063e+02,1.7500000000e+00,0.0000000000e+00,0.0000000000e+00
4.4005110063e+02,1.7500000000e+00,5.0000000000e-01,0.0000000000e+00
4.8003301245e+02,1.5000000000e+00,5.0000000000e-01,0.0000000000e+00
4.4005110063e+02,1.7500000000e+00,0.0000000000e+00,0.0000000000e+00
4.1922452844e+02,1.8799999952e+00,0.0000000000e+00,0.0000000000e+00
4.1922452844e+02,1.8799999952e+00,5.0000000000e-01,0.0000000000e+00
4.4005110063e+02,1.7500000000e+00,5.0000000000e-01,0.0000000000e+00
4.0000000000e+02,2.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.0000000000e+02,2.0000000000e+00,5.0000000000e-01,0.0000000000e+00
4.1919619972e+02,1.8799999952e+00,5.0000000000e-01,0.0000000000e+00
4.1919619972e+02,1.8799999952e+00,0.0000000000e+00,0.0000000000e+00
